Prix,Stock,Fabricant,Modèle,Série,Catégorie,Lien,Dispo occas,Lien petite annonce
 230.00 ,Aucune annonce,Yamaha,BBG5S,Basses électriques 5 cordes,25/11/2009,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bbg5s/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bbg5s/petites-annonces/
 500.00 ,Aucune annonce,Fernandes,Gravity 5 Deluxe,Basses électriques 5 cordes,27/09/2009,https://fr.audiofanzine.com/basse-electrique-divers/fernandes/gravity-5-deluxe/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fernandes/gravity-5-deluxe/petites-annonces/
 490.00 ,Aucune annonce,Ibanez,BTB675 (Before 2013),BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb675-before-2013/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb675-before-2013/petites-annonces/
 1 800.00 ,Aucune annonce,Warwick,Thumb BO Dirty Blonde 5 LTD 2006,Thumb,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thumb-bo-dirty-blonde-5-ltd-2006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thumb-bo-dirty-blonde-5-ltd-2006/petites-annonces/
 1 600.00 ,Aucune annonce,Warwick,Streamer Stage I 5,Streamer Stage I,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Streamer-stage-I-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Streamer-stage-I-5-cordes/petites-annonces/
 2 050.00 ,Aucune annonce,Warwick,P-Nut III Signature,Signature (Germany),Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/signature-p-nut-iii/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/signature-p-nut-iii/petites-annonces/
 390.00 ,Aucune annonce,Rockbass,Vampyre 5,Basses électriques 5 cordes,23/02/2009,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/Rockbass-Vampyre-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/Rockbass-Vampyre-5/petites-annonces/
3 112 ,Pas de stock,Music Man,StingRay 5 HH,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/stingray-5-hh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/stingray-5-hh/petites-annonces/
 500.00 ,Aucune annonce,Ibanez,BTB676 (Before 2013),BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb676-before-2013/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb676-before-2013/petites-annonces/
 900.50 ,Aucune annonce,MTD (Michael Tobias Design),Kingston Z6,Basses électriques 5 cordes,22/04/2008,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/Kingston-Series-Z6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/Kingston-Series-Z6/petites-annonces/
 1 200.00 ,Aucune annonce,Luthman,High Speed 5 custom,Basses électriques 5 cordes,19/03/2008,https://fr.audiofanzine.com/basse-electrique-divers/luthman/High-Speed-5-custom/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/luthman/High-Speed-5-custom/petites-annonces/
 600.00 ,Aucune annonce,Status Graphite,The Groove Bass 5,Basses électriques 5 cordes,19/03/2008,https://fr.audiofanzine.com/basse-electrique-divers/status-graphite/The-Groove-Bass-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/status-graphite/The-Groove-Bass-5/petites-annonces/
3 699 ,En stock,Music Man,Bongo 6,Bongo,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/bongo-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/bongo-6/petites-annonces/
 390.00 ,Aucune annonce,Spector,Legend 5 Custom,Basses électriques 5 cordes,14/01/2008,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-custom/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-custom/petites-annonces/
 650.00 ,Aucune annonce,LTD,F-405FM,Standard F,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-405fm-see-thru-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-405fm-see-thru-black/petites-annonces/
 2 250.00 ,Aucune annonce,Tobias,Classic 5,Basses électriques 5 cordes,28/11/2007,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Classic-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Classic-5/petites-annonces/
 500.00 ,Aucune annonce,Tobias,PRO-5,Basses électriques 5 cordes,04/11/2007,https://fr.audiofanzine.com/basse-electrique-divers/tobias/PRO-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tobias/PRO-5/petites-annonces/
 200.00 ,Aucune annonce,WSL Guitars,Play Me Hard 5,Basses électriques 5 cordes,30/10/2007,https://fr.audiofanzine.com/basse-electrique-divers/wsl-guitars/Play-Me-Hard-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/wsl-guitars/Play-Me-Hard-5/petites-annonces/
 1 000.00 ,1 petite annonce,Schecter,Hellraiser-5,Hellraiser,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/hellraiser-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/hellraiser-5/petites-annonces/
 900.00 ,Aucune annonce,Warmoth,Deluxe JB5 Special,Basses électriques 5 cordes,10/09/2007,https://fr.audiofanzine.com/basse-electrique-divers/warmoth/deluxe-jb5-special-config-mm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warmoth/deluxe-jb5-special-config-mm/petites-annonces/
 350.00 ,Aucune annonce,Fame,Baphomet 5,Basses électriques 5 cordes,01/12/2007,https://fr.audiofanzine.com/basse-electrique-divers/fame/baphomet-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fame/baphomet-5/petites-annonces/
 1 300.00 ,Aucune annonce,Music Man,Sterling 5,Sterling,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/sterling-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/sterling-5/petites-annonces/
 300.00 ,Aucune annonce,Traben Bass Company,Phoenix 5c,Basses électriques 5 cordes,08/08/2007,https://fr.audiofanzine.com/basse-electrique-divers/traben-bass-company/Phoenix-5c/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/traben-bass-company/Phoenix-5c/petites-annonces/
 1 500.00 ,Aucune annonce,Modulus Guitars,Quantum 5,Basses électriques 5 cordes,02/08/2007,https://fr.audiofanzine.com/basse-electrique-divers/modulus-guitars/quantum-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/modulus-guitars/quantum-5/petites-annonces/
1 555 ,Pas de stock,Human Base,BaseX.oc5,Basses électriques 5 cordes,09/05/2007,https://fr.audiofanzine.com/basse-electrique-divers/human-base/basex-oc5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/human-base/basex-oc5/petites-annonces/
 1 000.00 ,Aucune annonce,Trace Elliot,T-Bass 5,Basses électriques 5 cordes,28/01/2007,https://fr.audiofanzine.com/basse-electrique-divers/trace-elliot/T-Bass-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/trace-elliot/T-Bass-5-cordes/petites-annonces/
 281.67 ,Aucune annonce,Squier,Deluxe Jazz Bass V Active,Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/deluxe-jazz-bass-active-v-sunburst/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/deluxe-jazz-bass-active-v-sunburst/petites-annonces/
1 329 ,Pas de stock,Ibanez,SR1306,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-premium-sr1306/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-premium-sr1306/petites-annonces/
 289.00 ,Aucune annonce,Washburn,BB5,Bantam,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/washburn/bantam-series-bb5-deep-blue/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/washburn/bantam-series-bb5-deep-blue/petites-annonces/
 1 033.33 ,Aucune annonce,G&L,L-5500,L,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-5500/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/l-5500/petites-annonces/
 750.00 ,Aucune annonce,Ibanez,SR3006E,SR Prestige,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr3006e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr3006e/petites-annonces/
 1 400.00 ,Aucune annonce,Sanox,Logabass 5,Basses électriques 5 cordes,09/11/2006,https://fr.audiofanzine.com/basse-electrique-divers/sanox/logabass-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sanox/logabass-5-cordes/petites-annonces/
 2 000.00 ,Aucune annonce,Zon,Legacy Elite 5,Basses électriques 5 cordes,06/02/2009,https://fr.audiofanzine.com/basse-electrique-divers/zon/Legacy-Elite-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/zon/Legacy-Elite-5/petites-annonces/
 975.00 ,Aucune annonce,Sandberg (Bass),California PM 5,Basses électriques 5 cordes,05/04/2007,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/California-PM-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/California-PM-5/petites-annonces/
 363.33 ,Aucune annonce,Ibanez,EDB555,Ergodyne,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/edb555/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/edb555/petites-annonces/
362 ,En stock,Stagg,BC300/5,BC300,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/stagg/heavy-series-bc300-5-trans-violet/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/stagg/heavy-series-bc300-5-trans-violet/petites-annonces/
 1 000.00 ,1 petite annonce,Tobias,Growler 5,Basses électriques 5 cordes,08/09/2006,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Growler-5-cordes/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Growler-5-cordes/petites-annonces/
 220.00 ,Aucune annonce,Ibanez,SRX355,SRX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srx355/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srx355/petites-annonces/
130.10 ,En stock,Jack & Danny,JB/5,JB Series,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jack-danny/YC-JB-5-Black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jack-danny/YC-JB-5-Black/petites-annonces/
749 ,En stock,LTD,F-5E,Standard F,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-5e-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-5e-natural-satin/petites-annonces/
 2 000.00 ,Aucune annonce,Fodera Guitars,Emperor II 5,Basses électriques 5 cordes,06/07/2006,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/Emperor-II-5cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/Emperor-II-5cordes/petites-annonces/
 1 600.00 ,Aucune annonce,Vigier,Passion III 5 Strings,Basses électriques 5 cordes,27/06/2006,https://fr.audiofanzine.com/basse-electrique-divers/vigier/passion-iii-5-strings/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/vigier/passion-iii-5-strings/petites-annonces/
 600.00 ,Aucune annonce,Tune Guitar Technology,TWB53,Basses électriques 5 cordes,21/06/2006,https://fr.audiofanzine.com/basse-electrique-divers/tune-guitar-technology/TWB-53-BB/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tune-guitar-technology/TWB-53-BB/petites-annonces/
 170.00 ,Aucune annonce,Ibanez,BTB205,BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb205/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb205/petites-annonces/
 900.00 ,Aucune annonce,Sandberg (Bass),Bullet 5,Bullet,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/Bullet-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/Bullet-5/petites-annonces/
 400.00 ,1 petite annonce,Rockbass,Corvette Basic 5,Basses électriques 5 cordes,16/06/2006,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/Corvette-Basic-Noire-5-cordes/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/Corvette-Basic-Noire-5-cordes/petites-annonces/
 749.00 ,Aucune annonce,ESP,Amaze SL5,Basses électriques 5 cordes,10/06/2006,https://fr.audiofanzine.com/basse-electrique-divers/esp/amaze-sl5-natural/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/esp/amaze-sl5-natural/petites-annonces/
 950.00 ,Aucune annonce,ESP,BTL Standard 5,Basses électriques 5 cordes,10/06/2006,https://fr.audiofanzine.com/basse-electrique-divers/esp/btl-standard-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/esp/btl-standard-5/petites-annonces/
 406.70 ,Aucune annonce,G&L,Tribute L-2500 Premium,Tribute L,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/tribute-l-2500-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/tribute-l-2500-premium/petites-annonces/
 300.00 ,Aucune annonce,Line 6,Variax Bass 705,Variax Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/line-6/variax-bass-705-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/line-6/variax-bass-705-black/petites-annonces/
979 ,En stock,Warwick,Corvette Standard 6,Basses électriques 5 cordes,10/09/2006,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Corvette-Standard-6c/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Corvette-Standard-6c/petites-annonces/
 729.70 ,Aucune annonce,Sanox,Belle Isle,Basses électriques 5 cordes,16/01/2009,https://fr.audiofanzine.com/basse-electrique-divers/sanox/Belle-Isle/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sanox/Belle-Isle/petites-annonces/
 230.00 ,Aucune annonce,Squier,Standard P Bass Special V,Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/standard-p-bass-special-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/standard-p-bass-special-v/petites-annonces/
 1 650.00 ,Aucune annonce,Fender,Victor Bailey Jazz Bass V,Victor Bailey,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/Artist-Series-Victor-Bailey-Jazz-Bass-V-Nt/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/Artist-Series-Victor-Bailey-Jazz-Bass-V-Nt/petites-annonces/
 1 700.00 ,Aucune annonce,Fender,American Deluxe Jazz Bass V FMT [2001-2003],Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-fmt-2001-2003/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-fmt-2001-2003/petites-annonces/
 900.00 ,Aucune annonce,Sandberg (Bass),California JJ 5,Basses électriques 5 cordes,05/04/2007,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/California-JJ-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/California-JJ-5/petites-annonces/
 383.50 ,Aucune annonce,Fender,Standard Jazz Bass V [2006-2008],Standard Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/standard-jazz-bass-v-2006-2008/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/standard-jazz-bass-v-2006-2008/petites-annonces/
 236.70 ,Aucune annonce,Ibanez,BTB405QM,BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb405qm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb405qm/petites-annonces/
 200.00 ,1 petite annonce,LTD,B-55,Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-55-black/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-55-black/petites-annonces/
 1 000.00 ,Aucune annonce,Yamaha,TRB5P,TRB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb5p/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb5p/petites-annonces/
 600.00 ,Aucune annonce,Fender,Deluxe Active Jazz Bass V [2004-Current],Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/deluxe-active-jazz-bass-v-2004-current/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/deluxe-active-jazz-bass-v-2004-current/petites-annonces/
 1 100.00 ,Aucune annonce,Tune Guitar Technology,BEB5,Basses électriques 5 cordes,13/03/2006,https://fr.audiofanzine.com/basse-electrique-divers/tune-guitar-technology/BEB-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tune-guitar-technology/BEB-5/petites-annonces/
 1 000.00 ,Aucune annonce,Fender,American Deluxe Precision Bass Ash V [2004-2006],Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-ash-v-2004-2006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-precision-bass-ash-v-2004-2006/petites-annonces/
 983.33 ,Aucune annonce,Lakland,Skyline 55-02 Deluxe,Skyline,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/lakland/skyline-55-02-deluxe/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lakland/skyline-55-02-deluxe/petites-annonces/
 1 200.00 ,Aucune annonce,Sandberg (Bass),California JM 5,Basses électriques 5 cordes,15/03/2008,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/California-JM-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/California-JM-5/petites-annonces/
 410.00 ,1 petite annonce,Cort,RB5,RB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/rb5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/rb5/petites-annonces/
 1 050.00 ,Aucune annonce,Fender,American Deluxe Jazz Bass V [2003-2009],American Deluxe Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-2003-2009/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-deluxe-jazz-bass-v-2003-2009/petites-annonces/
 1 200.00 ,Aucune annonce,L. Kah Basses,Dune 5,Basses électriques 5 cordes,22/12/2005,https://fr.audiofanzine.com/basse-electrique-divers/l-kah-basses/Dune-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/l-kah-basses/Dune-5-cordes/petites-annonces/
 250.00 ,Aucune annonce,Cort,C5Z,Artisan,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/c5z/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/c5z/petites-annonces/
 458.74 ,Aucune annonce,MTD (Michael Tobias Design),Kingston Heir 5,Basses électriques 5 cordes,19/10/2007,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/Kingston-Heir-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/Kingston-Heir-5-cordes/petites-annonces/
 1 200.00 ,Aucune annonce,Pedulla,mvp6,Basses électriques 5 cordes,13/10/2005,https://fr.audiofanzine.com/basse-electrique-divers/pedulla/mvp6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/pedulla/mvp6/petites-annonces/
 5.00 ,Aucune annonce,Lâg,Collection 5 1990,Collection,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/lag/collection-5-1990/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lag/collection-5-1990/petites-annonces/
 1 700.00 ,Aucune annonce,Sadowsky,Metro Vintage RV5,Basses électriques 5 cordes,08/09/2005,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/Metro-Vintage-RV5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/Metro-Vintage-RV5/petites-annonces/
 4 200.00 ,Aucune annonce,MTD (Michael Tobias Design),535 American,Basses électriques 5 cordes,30/08/2005,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/535-American/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mtd-michael-tobias-design/535-American/petites-annonces/
 3 066.67 ,Aucune annonce,Modulus Guitars,Quantum 6,Basses électriques 5 cordes,25/08/2005,https://fr.audiofanzine.com/basse-electrique-divers/modulus-guitars/Quantum-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/modulus-guitars/Quantum-6/petites-annonces/
 600.00 ,Aucune annonce,Ibanez,SR1006EFM,SR Prestige,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr1006efm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr1006efm/petites-annonces/
 656.70 ,Aucune annonce,Ibanez,SR1005EFM,SR Prestige,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr1005efm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr1005efm/petites-annonces/
 490.00 ,1 petite annonce,Ibanez,BTB556MP,BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb556mp/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb556mp/petites-annonces/
 800.00 ,Aucune annonce,Ibanez,BTB1006E,BTB Prestige,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb-prestige-btb1006e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb-prestige-btb1006e/petites-annonces/
 1 250.00 ,Aucune annonce,Warwick,Thumb Bolt-on 6,Thumb Bolt-on,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thumb-bolt-on-6c/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thumb-bolt-on-6c/petites-annonces/
 180.00 ,Aucune annonce,Ibanez,SDGR5,Basses électriques 5 cordes,30/01/2008,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sdgr5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sdgr5/petites-annonces/
3 099 ,Pas de stock,Spector,Euro 6 LX,Basses électriques 5 cordes,20/08/2008,https://fr.audiofanzine.com/basse-electrique-divers/spector/Euro-6-LX/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/Euro-6-LX/petites-annonces/
 450.00 ,Aucune annonce,Warwick,Vampyre 5,Basses électriques 5 cordes,29/06/2005,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Vampyre-5c/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Vampyre-5c/petites-annonces/
 550.00 ,Aucune annonce,Lâg,Jacobacci 405 series,Basses électriques 5 cordes,02/07/2005,https://fr.audiofanzine.com/basse-electrique-divers/lag/jacobacci-405-series/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lag/jacobacci-405-series/petites-annonces/
 700.00 ,Aucune annonce,Hamer,Cruise Bass 5,Basses électriques 5 cordes,16/06/2005,https://fr.audiofanzine.com/basse-electrique-divers/hamer/Cruise-Bass-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/hamer/Cruise-Bass-5/petites-annonces/
 2 300.50 ,Aucune annonce,Lakland,USA 55-94 Deluxe,USA,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/lakland/55-94-USA-Deluxe/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lakland/55-94-USA-Deluxe/petites-annonces/
 1 000.00 ,Aucune annonce,Noguera,YC 5 24 Frets,Basses électriques 5 cordes,08/06/2005,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-5-cordes-24-cases/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-5-cordes-24-cases/petites-annonces/
 1 450.00 ,Aucune annonce,Noguera,YC 6 21 Frets,Basses électriques 5 cordes,08/06/2005,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-6-cordes-21-cases/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-6-cordes-21-cases/petites-annonces/
 1 400.00 ,1 petite annonce,Noguera,YC 5 21 Frets,Basses électriques 5 cordes,08/06/2005,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-5-cordes-21-cases/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-5-cordes-21-cases/petites-annonces/
 2 200.00 ,Aucune annonce,Noguera,Expression 6,Basses électriques 5 cordes,25/05/2005,https://fr.audiofanzine.com/basse-electrique-divers/noguera/Expression-6-Cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/noguera/Expression-6-Cordes/petites-annonces/
 786.60 ,Aucune annonce,Mayones,Be 5,Be,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/mayones/Be-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mayones/Be-5/petites-annonces/
 1 903.28 ,Aucune annonce,Mayones,Comodous 6,Basses électriques 5 cordes,25/05/2005,https://fr.audiofanzine.com/basse-electrique-divers/mayones/Comodous-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/mayones/Comodous-6/petites-annonces/
