Prix,Stock,Fabricant,Modèle,Série,Catégorie,Lien,Dispo occas,Lien petite annonce
2 299 ,En stock,Spector,Bantam 5, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/spector/bantam-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/bantam-5/petites-annonces/
716 ,En stock,Ibanez,BTB625EX,Iron Label,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb625ex-bkf/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb625ex-bkf/petites-annonces/
1 025 ,En stock,Ibanez,SRMS625EX Iron Label,Iron Label,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms625ex-bkf/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms625ex-bkf/petites-annonces/
1 699 ,En stock,Ibanez,BTB1835 Premium,BTB Premium,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb-1835/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb-1835/petites-annonces/
285 ,En stock,Squier,Affinity Jazz Bass V (2021),Jazz Bass,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/affinity-series-jazz-bass-v-2021/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/affinity-series-jazz-bass-v-2021/petites-annonces/
489 ,Stock internet,Cort,Artisan C5 Plus OVMH,Artisan,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-c5-plus-ovmh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-c5-plus-ovmh/petites-annonces/
1 290 ,En stock,Cort,Artisan A5 Ultra Ash,Artisan,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-a5-ultra-ash/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-a5-ultra-ash/petites-annonces/
999 ,Stock internet,Charvel,Pro-Mod San Dimas BassJJV,Pro-Mod,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/charvel/pro-mod-san-dimas-bassjjv/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/charvel/pro-mod-san-dimas-bassjjv/petites-annonces/
266.43 ,En stock,Ibanez,TMB35,Talman Bass,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb35/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb35/petites-annonces/
1 656.20 ,En stock,Ibanez,SR5PBLTD Premium,SR Premium,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5pbltd-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5pbltd-premium/petites-annonces/
1 199 ,En stock,Ibanez,SR1105B Premium,SR Premium,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1105b-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1105b-premium/petites-annonces/
148 ,En stock,Harley Benton,MB-5 SBK Deluxe,Deluxe,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mb-5-sbk-deluxe/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mb-5-sbk-deluxe/petites-annonces/
198 ,En stock,Harley Benton,MM-85A,Deluxe,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mm-85a-sb/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mm-85a-sb/petites-annonces/
1 395 ,En stock,Ibanez,SR1345B Premium,SR Premium,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1345b-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1345b-premium/petites-annonces/
759 ,En stock,Sterling by Music Man,StringRay Classic Ray25CA,StingRay,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray25ca/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray25ca/petites-annonces/
399 ,En stock,Ibanez,SRMD205,SR Mezzo,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srmd205/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srmd205/petites-annonces/
683.28 ,En stock,Jackson,X Spectra Bass SBX V,X,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/sbx-v-spectra-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/sbx-v-spectra-bass/petites-annonces/
1 065 ,En stock,Ibanez,EHB1005,EHB,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/ehb1005/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/ehb1005/petites-annonces/
435 ,En stock,Spector,Legend 5 Standard, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-standard/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-standard/petites-annonces/
749 ,En stock,Ibanez,SR506E,SR Standard,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr506e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr506e/petites-annonces/
2 351 ,En stock,Ibanez,ANB205 Adam Nitti Signature,Signature,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/anb205-adam-niti-signature/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/anb205-adam-niti-signature/petites-annonces/
327.70 ,En stock,Jackson,JS Spectra Bass JS3V (2019),JS,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/js3v-spectra-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/js3v-spectra-bass/petites-annonces/
699 ,En stock,Jackson,CBXNT V,X,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/cbxnt-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/cbxnt-v/petites-annonces/
 1 121.13 ,1 petite annonce,Lakland,Skyline DJ-5 Darryl Jones,Skyline,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/lakland/dj-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lakland/dj-5/petites-annonces/
1 120.30 ,En stock,Ibanez,BTB747,BTB Standard,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb747/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb747/petites-annonces/
349 ,En stock,Ibanez,GSR205SM,GIO Soundgear,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr205sm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr205sm/petites-annonces/
553.60 ,En stock,Ibanez,SR405EQM,SR Standard,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr405eqm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr405eqm/petites-annonces/
1 439 ,En stock,Ibanez,SR2605 Premium,SR Premium,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr2605/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr2605/petites-annonces/
1 136.50 ,En stock,Ibanez,SRMS806,SR Workshop,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms806-btt/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms806-btt/petites-annonces/
198 ,En stock,Harley Benton,B-650,Progressive,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/b-650-black-progressive-series/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/b-650-black-progressive-series/petites-annonces/
888 ,En stock,Cort,A6 Plus, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/a6-plus/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/a6-plus/petites-annonces/
886.40 ,En stock,LTD,B-208SM,Standard B,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-208sm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-208sm/petites-annonces/
459 ,En stock,Yamaha,BB235,200,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb235/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb235/petites-annonces/
1 119 ,En stock,Ibanez,BTB846,BTB Standard,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb846/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb846/petites-annonces/
301.50 ,En stock,Ibanez,TMB105,Talman Bass,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb105/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb105/petites-annonces/
 510.00 ,1 petite annonce,Sire,Marcus Miller M7 5ST (Alder),Marcus Miller M7,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-m7-alder-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-m7-alder-5/petites-annonces/
 427.50 ,1 petite annonce,Sire,Marcus Miller V7 5ST (Alder),Marcus Miller V7,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-alder-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-alder-5/petites-annonces/
 440.77 ,1 petite annonce,Sire,Marcus Miller V7 5ST (Ash),Marcus Miller V7,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-ash-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-ash-5/petites-annonces/
929 ,En stock,Warwick,Corvette Standard 5 Active, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/corvette-standard-active-5c-black-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/corvette-standard-active-5c-black-satin/petites-annonces/
 1 300.00 ,1 petite annonce,Sandberg (Bass),California VM 5,California VM,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/california-vm-5-tobacco-high-gloss-rosewood/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sandberg-bass/california-vm-5-tobacco-high-gloss-rosewood/petites-annonces/
3 890 ,En stock,Ns Design,CR5,Radius,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ns-design/cr5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ns-design/cr5/petites-annonces/
 6 253.64 ,1 petite annonce,Fender,Bass VI (Made in Japan),Bass VI,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/bass-vi-mij-2013/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/bass-vi-mij-2013/petites-annonces/
199 ,En stock,Dean Guitars,Edge 09 5,Edge,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/dean-guitars/edge-09-5-classic-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/dean-guitars/edge-09-5-classic-black/petites-annonces/
359 ,En stock,Ibanez,GSR206B,GIO Soundgear,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206b/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206b/petites-annonces/
 2 100.00 ,1 petite annonce,Warwick,Dolphin Pro I 5,Dolphin Pro I,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/dolphin-pro-i-5-natural-oil/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/dolphin-pro-i-5-natural-oil/petites-annonces/
865 ,En stock,Warwick,Streamer LX 5,Streamer LX,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-5-burgundy-red-stain/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/streamer-lx-5-burgundy-red-stain/petites-annonces/
148 ,En stock,Harley Benton,PJ-5,Deluxe,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/pj-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/pj-5/petites-annonces/
 350.00 ,1 petite annonce,Squier,Vintage Modified Bass VI, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-bass-vi/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-bass-vi/petites-annonces/
 368.33 ,1 petite annonce,G&L,Tribute L-2500,Tribute L,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/g-l/tribute-l-2500/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/g-l/tribute-l-2500/petites-annonces/
 315.00 ,1 petite annonce,Cort,GB75,GB,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb75/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb75/petites-annonces/
899 ,En stock,Ibanez,SR805,SR Standard,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr805/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr805/petites-annonces/
321.70 ,En stock,Epiphone,Toby Deluxe-V,Toby,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/toby-deluxe-v-ebony/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/toby-deluxe-v-ebony/petites-annonces/
402.40 ,En stock,Ibanez,GSR206,GIO Soundgear,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206/petites-annonces/
1 649 ,En stock,LTD,B-1005,Deluxe B,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-1005-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-1005-natural-satin/petites-annonces/
666 ,En stock,LTD,B-205SM,Standard B,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-205sm-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-205sm-natural-satin/petites-annonces/
669 ,En stock,LTD,B-206SM,Standard B,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-206sm-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-206sm-natural-satin/petites-annonces/
1 199 ,En stock,Yamaha,TRB1005J, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb1005j/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb1005j/petites-annonces/
 2 750.00 ,1 petite annonce,Burns Guitars,Split Sound 6 string Bass, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/burns-guitars/split-sound-6-strings-bass/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/burns-guitars/split-sound-6-strings-bass/petites-annonces/
569 ,En stock,Cort,Action V-DLX,Action,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/action-v-dlx/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/action-v-dlx/petites-annonces/
 416.67 ,2 petites annonces,Ibanez,ATK305 [1995-1999],ATK,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/atk305/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/atk305/petites-annonces/
4 705 ,En stock,Ibanez,GVB1006,Gerald Veasley,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gvb1006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gvb1006/petites-annonces/
 1 760.00 ,1 petite annonce,Fender,Marcus Miller Jazz Bass V,Marcus Miller,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/artist-series-marcus-miller-jazz-bass-v-3-color-sunburst/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/artist-series-marcus-miller-jazz-bass-v-3-color-sunburst/petites-annonces/
 366.67 ,1 petite annonce,Epiphone,Thunderbird Pro-V,Thunderbird,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/thunderbird-pro-v/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/thunderbird-pro-v/petites-annonces/
 1 300.00 ,1 petite annonce,Moscato,Funk 5, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/moscato/funk-5-cordes-frettee/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/moscato/funk-5-cordes-frettee/petites-annonces/
 383.33 ,2 petites annonces,Cort,Arona 5,Arona,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/arona-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/arona-5/petites-annonces/
 466.67 ,2 petites annonces,Cort,A5,Artisan,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/a5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/a5/petites-annonces/
3 699 ,En stock,Music Man,Bongo 6,Bongo,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/bongo-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/bongo-6/petites-annonces/
 1 000.00 ,1 petite annonce,Schecter,Hellraiser-5,Hellraiser,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/hellraiser-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/hellraiser-5/petites-annonces/
362 ,En stock,Stagg,BC300/5,BC300,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/stagg/heavy-series-bc300-5-trans-violet/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/stagg/heavy-series-bc300-5-trans-violet/petites-annonces/
 1 000.00 ,1 petite annonce,Tobias,Growler 5, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Growler-5-cordes/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Growler-5-cordes/petites-annonces/
130.10 ,En stock,Jack & Danny,JB/5,JB Series,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/jack-danny/YC-JB-5-Black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jack-danny/YC-JB-5-Black/petites-annonces/
749 ,En stock,LTD,F-5E,Standard F,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-5e-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-5e-natural-satin/petites-annonces/
 400.00 ,1 petite annonce,Rockbass,Corvette Basic 5, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/Corvette-Basic-Noire-5-cordes/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/Corvette-Basic-Noire-5-cordes/petites-annonces/
979 ,En stock,Warwick,Corvette Standard 6, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Corvette-Standard-6c/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/Corvette-Standard-6c/petites-annonces/
 200.00 ,1 petite annonce,LTD,B-55,Standard B,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-55-black/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-55-black/petites-annonces/
 410.00 ,1 petite annonce,Cort,RB5,RB,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/rb5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/rb5/petites-annonces/
 490.00 ,1 petite annonce,Ibanez,BTB556MP,BTB,Basses électriques  cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb556mp/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb556mp/petites-annonces/
 1 400.00 ,1 petite annonce,Noguera,YC 5 21 Frets, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-5-cordes-21-cases/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/noguera/YC-5-cordes-21-cases/petites-annonces/
1 999 ,En stock,Spector,NS 2000/5, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/spector/NS-2000-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/NS-2000-5/petites-annonces/
2 399 ,En stock,Warwick,Pro Corvette Bubinga 6, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/pro-corvette-bubinga-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/pro-corvette-bubinga-6/petites-annonces/
 396.67 ,1 petite annonce,Yamaha,BBG5A, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/BBG5A/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/BBG5A/petites-annonces/
 2 700.00 ,1 petite annonce,Tobias,Signature 6, ,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Signature-6/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tobias/Signature-6/petites-annonces/
